symbol,date,open,high,low,close,volume
PNB,2012-05-21,145.98,146.92,142.97,143.88,2233990
PNB,2012-05-22,145.38,146.38,143.6,143.99,3398625
PNB,2012-05-23,143.6,143.99,140.7,141.62,2139600
PNB,2012-05-24,142.78,145.84,141.53,144.91,1921675
PNB,2012-05-25,144.38,146.6,144.33,145.17,3151355
PNB,2012-05-28,145.88,150.8,145.6,149.86,3808000
PNB,2012-05-29,151.0,151.6,149.18,149.86,2426280
PNB,2012-05-30,149.0,149.8,145.6,146.27,2915380
PNB,2012-05-31,144.8,152.76,144.08,151.1,5338965
PNB,2012-06-01,151.94,151.94,145.0,145.47,3489395
PNB,2012-06-04,144.0,148.78,142.63,147.95,2812350
PNB,2012-06-05,149.02,151.2,146.95,150.19,2322825
PNB,2012-06-06,150.4,154.38,150.4,153.77,2521200
PNB,2012-06-07,156.0,156.0,151.21,153.23,3086130
PNB,2012-06-08,153.78,157.52,150.78,156.4,3887075
PNB,2012-06-11,157.98,159.99,153.13,154.39,2627685
PNB,2012-06-12,153.72,160.98,153.25,160.35,4235495
PNB,2012-06-13,161.4,163.6,161.0,162.83,4065005
PNB,2012-06-14,159.16,159.98,153.4,153.89,4177130
PNB,2012-06-15,155.4,159.0,154.51,158.43,3236475
PNB,2012-06-18,161.2,162.38,151.0,152.05,4342490
PNB,2012-06-19,152.2,152.81,148.46,149.89,4389360
PNB,2012-06-20,151.14,152.5,150.22,150.85,2808080
PNB,2012-06-21,150.27,156.4,149.33,155.87,3286015
PNB,2012-06-22,152.44,156.79,152.04,156.0,2519095
PNB,2012-06-25,157.0,159.22,153.6,154.84,3288235
PNB,2012-06-26,154.8,156.8,153.8,156.2,1666125
PNB,2012-06-27,157.0,157.8,155.78,157.22,1633280
PNB,2012-06-28,157.8,158.25,156.45,157.58,1894930
PNB,2012-06-29,159.0,162.0,159.0,161.66,2577685
PNB,2012-07-02,163.78,163.88,161.71,162.8,2309380
PNB,2012-07-03,164.0,166.9,163.24,165.89,3350780
PNB,2012-07-04,167.0,169.79,166.0,169.24,2933230
PNB,2012-07-05,169.2,169.99,167.0,169.13,1842425
PNB,2012-07-06,169.4,169.4,166.04,168.18,1912970
PNB,2012-07-09,166.4,167.96,165.64,167.48,1200710
PNB,2012-07-10,167.74,173.75,166.73,172.95,3575575
PNB,2012-07-11,171.2,174.8,171.2,172.6,2238990
PNB,2012-07-12,171.0,172.59,168.02,168.92,1486190
PNB,2012-07-13,169.6,172.0,166.0,168.59,1630205
PNB,2012-07-16,169.2,171.99,167.14,170.53,1871405
PNB,2012-07-17,172.0,173.0,170.6,171.41,2026195
PNB,2012-07-18,171.5,171.64,166.04,166.41,3420305
PNB,2012-07-19,168.0,168.58,163.39,164.74,3352765
PNB,2012-07-20,164.8,165.62,162.8,163.88,1750830
PNB,2012-07-23,162.41,163.2,159.8,161.07,1351690
PNB,2012-07-24,161.0,162.76,160.67,161.35,1384105
PNB,2012-07-25,161.8,161.81,157.2,158.44,1650955
PNB,2012-07-26,158.6,159.0,149.74,151.19,4083940
PNB,2012-07-27,153.98,155.6,141.6,142.97,16913790
PNB,2012-07-30,144.0,146.4,142.07,146.12,4658415
PNB,2012-07-31,146.58,147.0,143.0,145.42,3996700
PNB,2012-08-01,145.65,147.5,145.05,146.23,3046160
PNB,2012-08-02,146.38,146.38,144.83,145.72,1640790
PNB,2012-08-03,144.8,148.66,143.02,148.1,9569910
PNB,2012-08-06,150.4,151.04,148.1,148.79,3749740
PNB,2012-08-07,148.8,151.38,147.47,150.44,3544125
PNB,2012-08-08,151.38,151.89,147.6,148.28,2100570
PNB,2012-08-09,149.6,149.65,145.24,146.34,1973620
PNB,2012-08-10,145.6,147.35,143.72,144.26,2483555
PNB,2012-08-13,144.26,145.99,143.02,143.83,2410230
PNB,2012-08-14,143.12,146.96,143.12,146.42,2677465
PNB,2012-08-16,147.0,148.0,145.21,145.87,2476830
PNB,2012-08-17,146.4,147.28,144.8,145.47,1691735
PNB,2012-08-21,145.1,146.36,143.79,143.96,2386295
PNB,2012-08-22,143.2,144.59,141.67,141.91,4746880
PNB,2012-08-23,143.0,144.12,142.3,143.35,2028085
PNB,2012-08-24,143.14,143.14,141.8,142.23,1521470
PNB,2012-08-27,142.6,142.95,135.03,135.81,5636165
PNB,2012-08-28,135.6,137.18,134.0,135.17,4681115
PNB,2012-08-29,135.45,136.78,132.82,133.23,3941035
PNB,2012-08-30,133.2,136.72,131.84,135.87,4378730
PNB,2012-08-31,135.6,137.14,133.82,135.31,3412530
PNB,2012-09-03,135.8,137.0,133.22,133.84,1853885
PNB,2012-09-04,133.4,136.19,133.4,135.44,2814965
PNB,2012-09-05,134.0,135.17,133.3,133.77,1406205
PNB,2012-09-06,133.4,134.92,132.81,133.27,1708625
PNB,2012-09-07,135.6,136.88,134.06,136.65,3509475
PNB,2012-09-08,137.56,137.58,136.2,137.19,286440
PNB,2012-09-10,136.6,139.05,136.6,137.28,3564105
PNB,2012-09-11,136.1,138.0,136.0,137.01,1502995
PNB,2012-09-12,137.65,138.44,135.02,137.01,1518525
PNB,2012-09-13,137.8,138.5,136.04,136.39,1637300
PNB,2012-09-14,138.5,142.16,138.5,141.81,5354040
PNB,2012-09-17,143.44,152.0,143.44,149.55,7770815
PNB,2012-09-18,150.2,161.57,149.59,160.56,11488130
PNB,2012-09-20,158.4,163.54,155.1,159.08,8479985
PNB,2012-09-21,160.0,168.33,160.0,167.45,8131320
PNB,2012-09-24,169.28,171.54,163.71,164.24,5233525
PNB,2012-09-25,166.0,168.98,161.62,164.71,8513185
PNB,2012-09-26,165.6,167.0,162.79,166.68,3812000
PNB,2012-09-27,167.2,168.4,164.45,166.68,3919890
PNB,2012-09-28,169.0,169.97,166.4,168.06,2924285
PNB,2012-10-01,168.4,168.9,165.56,166.34,2597635
PNB,2012-10-03,167.4,168.1,164.6,165.58,2722660
PNB,2012-10-04,166.22,168.0,165.98,166.52,4050505
PNB,2012-10-05,168.0,168.2,155.86,163.82,4574880
PNB,2012-10-08,163.9,164.2,158.67,159.28,2977640
PNB,2012-10-09,160.2,161.8,157.33,158.42,4057455
PNB,2012-10-10,158.0,160.6,157.13,159.41,5318100
PNB,2012-10-11,160.2,165.0,158.19,164.27,5388890
PNB,2012-10-12,164.96,167.66,163.52,164.06,6238170
PNB,2012-10-15,164.0,165.26,161.86,164.04,1474665
PNB,2012-10-16,164.7,165.6,160.4,161.03,1426965
PNB,2012-10-17,162.8,164.4,161.7,162.66,2259810
PNB,2012-10-18,163.62,166.88,162.41,166.32,3081790
PNB,2012-10-19,166.4,167.16,163.7,164.56,2092455
PNB,2012-10-22,162.64,164.95,162.48,164.06,1521725
PNB,2012-10-23,163.2,165.54,163.2,163.71,1435920
PNB,2012-10-25,163.22,164.49,159.75,160.77,2853620
PNB,2012-10-26,159.02,160.52,148.97,149.89,18914710
PNB,2012-10-29,150.32,152.6,148.6,151.07,4662335
PNB,2012-10-30,151.0,153.8,145.0,145.77,9743785
PNB,2012-10-31,144.9,148.6,143.39,147.68,5017995
PNB,2012-11-01,147.6,150.8,146.52,150.33,3631415
PNB,2012-11-02,151.54,152.6,149.73,151.11,3275825
PNB,2012-11-05,151.3,151.94,150.1,151.03,1819495
PNB,2012-11-06,149.64,152.58,149.64,151.5,2116450
PNB,2012-11-07,150.8,156.7,150.8,155.14,4107960
PNB,2012-11-08,153.04,156.58,152.73,155.62,2501825
PNB,2012-11-09,155.6,157.12,152.4,153.86,2329255
PNB,2012-11-12,154.31,155.2,153.03,154.38,1276970
PNB,2012-11-13,154.4,156.8,153.03,153.48,374535
PNB,2012-11-15,153.0,153.7,151.63,152.65,1152915
PNB,2012-11-16,151.8,153.73,148.07,148.58,1899200
PNB,2012-11-19,149.0,149.99,147.28,148.79,1529195
PNB,2012-11-20,148.53,149.37,145.57,146.09,2096755
PNB,2012-11-21,146.4,147.56,145.0,145.53,2616340
PNB,2012-11-22,145.8,147.89,145.8,146.75,1821350
PNB,2012-11-23,147.0,147.7,145.69,146.89,1441010
PNB,2012-11-26,146.46,148.8,146.4,148.02,1344325
PNB,2012-11-27,148.59,151.56,147.42,150.89,2569220
PNB,2012-11-29,151.1,154.4,151.0,153.35,1904545
PNB,2012-11-30,154.05,157.38,153.82,156.98,2471275
PNB,2012-12-03,157.4,158.47,155.41,156.61,1301350
PNB,2012-12-04,156.6,158.18,155.7,157.46,1694485
PNB,2012-12-05,159.0,164.2,158.8,162.84,3686260
PNB,2012-12-06,164.0,165.2,160.41,164.6,3165090
PNB,2012-12-07,165.8,166.37,163.4,164.21,2424555
PNB,2012-12-10,164.4,168.57,163.04,167.94,2745430
PNB,2012-12-11,168.78,170.38,163.7,165.92,3686680
PNB,2012-12-12,166.4,167.99,164.25,165.08,2071515
PNB,2012-12-13,167.36,168.9,163.18,163.95,2636980
PNB,2012-12-14,161.9,167.29,161.3,166.08,4538135
PNB,2012-12-17,167.0,168.3,166.79,167.49,1994640
PNB,2012-12-18,169.0,169.8,163.79,168.85,4372465
PNB,2012-12-19,170.0,172.4,168.55,170.21,4179230
PNB,2012-12-20,170.21,171.68,168.02,170.24,2842350
PNB,2012-12-21,169.6,169.78,165.6,166.34,2386865
PNB,2012-12-24,166.8,168.18,165.02,166.7,2025425
PNB,2012-12-26,167.0,169.68,166.02,168.5,2581825
PNB,2012-12-27,169.0,170.47,168.2,168.82,3942420
PNB,2012-12-28,169.4,170.2,167.8,168.54,1776980
PNB,2012-12-31,168.82,175.08,168.82,174.26,10739370
PNB,2013-01-01,175.94,179.18,175.01,178.49,11298970
PNB,2013-01-02,179.8,183.9,179.46,181.1,9276360
PNB,2013-01-03,181.74,182.58,178.4,179.36,2937485
PNB,2013-01-04,178.58,182.15,178.32,181.62,3445595
PNB,2013-01-07,182.4,182.93,180.15,180.56,2010250
PNB,2013-01-08,180.2,181.59,177.67,179.22,4681025
PNB,2013-01-09,179.27,181.33,176.88,177.6,3162925
PNB,2013-01-10,179.36,179.89,177.04,177.64,2586635
PNB,2013-01-11,177.82,178.69,175.45,176.15,1746450
PNB,2013-01-14,176.22,181.8,174.5,181.09,3129360
PNB,2013-01-15,181.2,182.36,179.12,180.17,2621195
PNB,2013-01-16,179.0,180.16,176.0,176.59,1489375
PNB,2013-01-17,175.0,178.96,174.66,178.11,1998215
PNB,2013-01-18,178.24,181.0,177.81,178.86,2202420
PNB,2013-01-21,179.0,180.2,178.06,178.37,1115170
PNB,2013-01-22,178.4,181.36,175.84,176.4,2025795
PNB,2013-01-23,176.44,178.0,172.32,174.85,2255055
PNB,2013-01-24,174.0,175.29,169.81,170.43,2026230
PNB,2013-01-25,170.44,175.4,169.04,174.67,1968635
PNB,2013-01-28,176.03,176.8,173.82,174.51,1457665
PNB,2013-01-29,174.89,177.64,171.21,171.85,4901220
PNB,2013-01-30,172.9,173.43,166.39,166.73,4401250
PNB,2013-01-31,166.4,184.0,165.04,182.42,37322060
PNB,2013-02-01,182.4,183.2,178.67,179.97,10253135
PNB,2013-02-04,181.0,181.2,176.2,176.54,3651895
PNB,2013-02-05,176.01,177.66,174.33,176.02,3655510
PNB,2013-02-06,177.8,179.16,175.42,176.18,3352125
PNB,2013-02-07,176.2,178.0,174.6,175.46,2600025
PNB,2013-02-08,176.0,176.37,171.78,172.51,2950630
PNB,2013-02-11,173.1,174.59,171.3,171.79,1565025
PNB,2013-02-12,172.4,173.58,170.5,172.14,2612620
PNB,2013-02-13,171.34,173.98,169.64,170.09,2711935
PNB,2013-02-14,170.22,172.0,168.6,170.03,2057890
PNB,2013-02-15,169.2,170.94,167.61,169.17,2487225
PNB,2013-02-18,168.8,171.0,168.8,170.04,2104805
PNB,2013-02-19,170.1,172.5,168.86,172.24,1617335
PNB,2013-02-20,173.0,174.7,171.66,173.24,2531050
PNB,2013-02-21,172.2,172.49,167.85,168.4,1852615
PNB,2013-02-22,167.64,171.38,166.84,170.61,1984720
PNB,2013-02-25,171.8,171.91,167.0,168.95,1805905
PNB,2013-02-26,168.38,168.86,164.75,165.49,2072955
PNB,2013-02-27,166.1,168.17,165.03,167.35,2861475
PNB,2013-02-28,168.2,169.9,155.0,158.09,6419030
PNB,2013-03-01,158.2,160.98,156.23,157.73,3551225
PNB,2013-03-04,157.6,157.72,155.18,156.35,1555685
PNB,2013-03-05,157.6,158.86,155.76,157.92,1982770
PNB,2013-03-06,159.2,162.4,158.46,161.86,2997320
PNB,2013-03-07,161.86,163.06,160.22,162.12,3722690
PNB,2013-03-08,162.62,163.66,161.06,162.93,2513055
PNB,2013-03-11,163.6,164.43,161.2,162.8,2581315
PNB,2013-03-12,163.8,163.8,160.2,161.2,1747475
PNB,2013-03-13,160.0,161.0,157.05,157.86,1529710
PNB,2013-03-14,157.42,161.4,155.17,159.34,5407225
PNB,2013-03-15,160.94,162.34,159.0,159.4,3153335
PNB,2013-03-18,157.76,160.74,157.07,158.9,2045590
PNB,2013-03-19,159.9,160.49,153.44,153.99,4202750
PNB,2013-03-20,153.85,154.16,148.04,148.8,3396845
PNB,2013-03-21,149.1,150.86,141.86,143.62,5080375
PNB,2013-03-22,143.82,147.92,143.24,145.45,2783320
PNB,2013-03-25,148.0,148.9,143.55,144.82,2307635
PNB,2013-03-26,144.25,144.82,140.87,142.62,3046700
PNB,2013-03-28,142.67,144.6,140.8,143.58,3309780
PNB,2013-04-01,144.4,145.95,143.23,144.98,1918795
PNB,2013-04-02,144.31,149.29,144.31,148.65,2359735
PNB,2013-04-03,148.6,150.58,144.63,145.36,2547710
PNB,2013-04-04,144.42,145.0,142.19,143.37,2416915
PNB,2013-04-05,143.0,145.8,142.1,143.95,2644900
PNB,2013-04-08,144.3,145.14,140.6,141.13,1977710
PNB,2013-04-09,142.38,143.53,137.4,137.93,3378290
PNB,2013-04-10,138.4,142.0,136.41,141.52,3691035
PNB,2013-04-11,142.0,142.89,139.2,141.92,3854555
PNB,2013-04-12,140.6,143.82,140.2,142.62,2098475
PNB,2013-04-15,142.38,148.7,141.62,146.89,2960185
PNB,2013-04-16,145.65,149.89,145.65,148.09,2864690
PNB,2013-04-17,150.0,152.5,147.8,149.5,3188690
PNB,2013-04-18,149.62,154.2,148.57,153.3,3618905
PNB,2013-04-22,154.2,157.59,152.9,156.29,3274740
PNB,2013-04-23,156.76,157.1,152.6,155.82,2083475
PNB,2013-04-25,156.6,159.28,156.0,157.14,3444955
PNB,2013-04-26,157.01,157.01,153.93,154.45,1573130
PNB,2013-04-29,155.22,158.0,154.59,156.96,1753220
PNB,2013-04-30,157.2,157.31,150.6,153.58,2736430
PNB,2013-05-02,153.02,156.0,151.72,153.71,3506505
PNB,2013-05-03,152.42,153.38,148.2,148.78,4819275
PNB,2013-05-06,148.42,149.4,145.29,147.78,3964980
PNB,2013-05-07,148.02,150.3,147.19,149.59,3154625
PNB,2013-05-08,150.02,150.6,147.52,149.76,3009525
PNB,2013-05-09,150.54,158.75,146.64,156.66,31890190
PNB,2013-05-10,156.0,156.3,153.03,154.19,6603325
PNB,2013-05-11,154.0,155.2,153.73,154.55,408100
PNB,2013-05-13,153.69,155.14,150.74,151.62,3549965
PNB,2013-05-14,152.05,154.6,151.15,153.16,3061535
PNB,2013-05-15,153.76,165.25,153.76,164.49,12328205
PNB,2013-05-16,163.32,166.94,162.32,163.39,4909565
PNB,2013-05-17,163.8,167.97,162.0,166.85,6049780
PNB,2013-05-20,168.2,170.53,166.5,167.1,4922310
PNB,2013-05-21,167.0,167.79,163.0,163.94,3816505
PNB,2013-05-22,164.25,166.0,160.22,161.32,3174625
PNB,2013-05-23,160.98,160.98,153.42,154.34,3962160
PNB,2013-05-24,156.4,158.4,153.66,157.51,3336485
PNB,2013-05-27,157.0,161.32,156.0,160.86,3437525
PNB,2013-05-28,161.02,162.8,160.32,162.1,2769845
PNB,2013-05-29,162.02,162.1,159.42,160.42,2082190
PNB,2013-05-30,159.4,164.66,158.5,159.6,5054910
PNB,2013-05-31,158.79,159.74,151.1,152.01,3518570
PNB,2013-06-03,152.96,154.4,149.82,151.87,3180915
PNB,2013-06-04,152.6,155.0,151.0,152.01,2802615
PNB,2013-06-05,152.2,153.59,151.41,152.96,2017140
PNB,2013-06-06,152.4,155.7,151.42,154.99,3635640
PNB,2013-06-07,154.2,156.73,152.05,152.59,2724810
PNB,2013-06-10,154.0,154.59,150.2,151.59,2113750
PNB,2013-06-11,150.4,151.54,147.7,149.38,3727230
PNB,2013-06-12,148.51,152.38,148.0,150.85,3399280
PNB,2013-06-13,145.6,146.92,143.6,144.36,3802750
PNB,2013-06-14,145.82,149.0,145.82,148.25,2958445
PNB,2013-06-17,148.65,149.56,144.4,148.41,2888985
PNB,2013-06-18,148.0,149.4,144.4,145.03,2753475
PNB,2013-06-19,145.0,146.38,144.26,145.11,2022665
PNB,2013-06-20,143.0,143.6,137.0,137.61,4357205
PNB,2013-06-21,137.65,138.92,131.92,133.4,4451115
PNB,2013-06-24,133.0,133.19,129.0,129.73,3916095
PNB,2013-06-25,130.2,133.4,128.0,129.35,4418065
PNB,2013-06-26,130.25,131.96,127.71,128.43,2260715
PNB,2013-06-27,130.08,130.81,126.62,127.15,3465475
PNB,2013-06-28,128.5,131.08,128.38,130.17,2471665
PNB,2013-07-01,130.36,134.32,130.26,133.75,3844490
PNB,2013-07-02,133.8,135.0,130.62,131.05,4137625
PNB,2013-07-03,129.2,129.8,123.4,124.37,5755755
PNB,2013-07-04,125.06,126.28,120.81,124.01,9490600
PNB,2013-07-05,126.01,126.76,123.62,125.04,3809000
PNB,2013-07-08,124.2,125.0,122.0,124.05,3161315
PNB,2013-07-09,126.38,126.98,124.2,126.43,3410360
PNB,2013-07-10,127.0,127.74,124.0,124.41,3844150
PNB,2013-07-11,126.3,127.96,125.2,126.03,3947680
PNB,2013-07-12,126.71,127.18,125.25,126.7,2563595
PNB,2013-07-15,126.06,133.62,125.2,132.44,5417970
PNB,2013-07-16,127.2,128.99,124.4,125.16,6408650
PNB,2013-07-17,126.0,126.1,122.77,124.3,4818550
PNB,2013-07-18,125.0,128.2,123.2,127.38,5566680
PNB,2013-07-19,127.41,128.68,124.42,126.2,3388100
PNB,2013-07-22,126.0,129.58,125.25,129.07,4097220
PNB,2013-07-23,130.0,133.6,129.81,132.25,3934360
PNB,2013-07-24,128.87,129.0,124.91,126.25,4101365
PNB,2013-07-25,126.2,129.54,124.02,125.13,4954260
PNB,2013-07-26,125.62,126.23,116.62,118.78,23481690
PNB,2013-07-29,119.16,119.34,114.29,116.81,5595975
PNB,2013-07-30,117.22,118.5,112.34,113.18,7576935
PNB,2013-07-31,112.0,115.15,107.0,114.02,9049125
PNB,2013-08-01,116.0,116.39,107.6,108.82,6983485
PNB,2013-08-02,109.31,110.25,103.02,104.75,7254655
PNB,2013-08-05,103.8,108.6,101.24,107.43,6210650
PNB,2013-08-06,106.16,106.16,103.0,104.1,4296130
PNB,2013-08-07,104.7,108.77,104.0,106.54,5144295
PNB,2013-08-08,106.2,108.7,103.92,108.11,6146055
PNB,2013-08-12,107.64,109.98,104.0,107.01,5774565
PNB,2013-08-13,106.04,109.2,104.52,107.83,4755950
PNB,2013-08-14,108.0,110.38,106.25,107.55,7211360
PNB,2013-08-16,106.38,106.8,98.45,100.05,7470090
PNB,2013-08-19,98.4,98.4,94.65,95.92,5484925
PNB,2013-08-20,93.6,97.99,90.6,95.65,7453040
PNB,2013-08-21,101.2,104.56,95.06,95.86,9426985
PNB,2013-08-22,95.0,98.67,94.01,97.44,7472745
PNB,2013-08-23,98.2,99.07,95.6,96.46,6046685
PNB,2013-08-26,97.08,98.2,95.2,95.85,4747780
PNB,2013-08-27,94.19,94.58,91.3,91.8,5642460
PNB,2013-08-28,90.18,90.45,85.85,86.9,7826815
PNB,2013-08-29,87.62,88.8,84.2,85.13,12529700
PNB,2013-08-30,85.19,88.8,84.4,85.97,8906885
PNB,2013-09-02,85.4,89.32,85.4,87.75,5875005
PNB,2013-09-03,88.2,88.95,81.49,81.89,7538140
PNB,2013-09-04,81.89,83.98,80.04,82.52,9264645
PNB,2013-09-05,85.7,89.95,85.19,88.52,15885990
PNB,2013-09-06,89.8,90.4,86.8,89.49,9277880
PNB,2013-09-10,91.98,93.8,91.42,92.75,9980620
PNB,2013-09-11,92.6,99.98,90.33,99.41,15559105
PNB,2013-09-12,100.4,102.06,97.22,98.84,12202990
PNB,2013-09-13,98.52,104.2,97.45,102.8,11284530
PNB,2013-09-16,105.2,106.36,100.42,101.62,8080475
PNB,2013-09-17,101.95,101.95,98.85,99.99,5167375
PNB,2013-09-18,99.99,102.69,99.2,101.83,5499120
PNB,2013-09-19,107.2,112.55,106.86,111.36,14100240
PNB,2013-09-20,111.6,112.4,100.0,103.11,15537970
PNB,2013-09-23,101.8,102.4,96.06,96.77,15055220
PNB,2013-09-24,94.98,97.6,93.07,96.7,13217215
PNB,2013-09-25,97.54,98.4,95.06,96.97,7216525
PNB,2013-09-26,96.68,97.6,94.6,95.21,7333955
PNB,2013-09-27,96.0,96.4,93.8,95.53,8276840
PNB,2013-09-30,94.27,94.4,91.72,92.29,7724745
PNB,2013-10-01,92.85,93.6,91.42,92.38,8433045
PNB,2013-10-03,92.71,95.37,92.71,94.21,9854995
PNB,2013-10-04,93.6,96.31,93.26,94.06,7554235
PNB,2013-10-07,94.03,94.84,92.01,93.48,5196700
PNB,2013-10-08,96.8,96.8,92.84,93.53,5926720
PNB,2013-10-09,92.62,95.6,91.78,95.28,6520220
PNB,2013-10-10,95.01,96.2,94.28,94.81,4843940
PNB,2013-10-11,96.53,99.14,95.16,97.28,14138340
PNB,2013-10-14,98.0,100.3,97.02,97.44,10245855
PNB,2013-10-15,98.58,99.0,93.38,93.97,7903125
PNB,2013-10-17,94.5,94.9,92.09,92.73,6471410
PNB,2013-10-18,93.1,95.4,93.06,95.1,6588815
PNB,2013-10-21,95.79,98.18,95.13,96.83,7495285
PNB,2013-10-22,96.5,98.76,95.72,97.39,6971865
PNB,2013-10-23,98.0,100.4,96.88,99.15,13804165
PNB,2013-10-24,99.2,102.11,98.44,98.93,13917825
PNB,2013-10-25,98.75,99.76,97.63,99.33,8644740
PNB,2013-10-28,100.2,100.54,95.47,95.98,7359725
PNB,2013-10-29,95.4,101.0,94.6,100.6,11689220
PNB,2013-10-30,101.38,102.18,99.5,99.96,7357555
PNB,2013-10-31,99.5,109.94,98.87,108.88,18706430
PNB,2013-11-01,110.2,117.59,109.42,114.17,27922070
PNB,2013-11-03,115.13,116.2,114.6,115.17,2019660
PNB,2013-11-05,115.2,119.8,113.79,116.62,15592155
PNB,2013-11-06,116.76,117.69,111.3,112.05,8756735
PNB,2013-11-07,112.8,114.0,108.6,109.11,15539720
PNB,2013-11-08,108.58,109.98,103.33,104.45,28140300
PNB,2013-11-11,103.2,106.6,101.78,103.62,14004340
PNB,2013-11-12,104.0,105.18,100.4,101.02,10645785
PNB,2013-11-13,100.0,104.0,99.4,101.01,14183670
PNB,2013-11-14,103.2,104.76,102.9,104.17,8262815
PNB,2013-11-18,105.02,107.0,103.85,105.98,7810090
PNB,2013-11-19,106.31,110.64,105.11,109.79,13217435
PNB,2013-11-20,109.72,110.68,106.52,107.58,9309300
PNB,2013-11-21,106.05,106.4,103.02,103.5,7986435
PNB,2013-11-22,105.0,105.21,102.8,103.34,6155755
PNB,2013-11-25,104.0,107.03,104.0,106.75,6652870
PNB,2013-11-26,106.0,108.4,104.9,105.23,7009715
PNB,2013-11-27,105.8,106.24,103.86,105.5,5654525
PNB,2013-11-28,106.95,107.4,105.73,106.45,5548210
PNB,2013-11-29,107.04,110.47,106.63,109.98,8993675
PNB,2013-12-02,110.4,112.6,110.4,111.18,5281720
PNB,2013-12-03,110.68,112.3,109.84,111.31,5885335
PNB,2013-12-04,110.38,114.48,110.01,113.76,10259560
PNB,2013-12-05,116.47,119.76,115.9,116.43,8984495
PNB,2013-12-06,116.09,120.6,114.62,119.38,9682355
PNB,2013-12-09,124.5,126.4,121.63,122.24,8508110
PNB,2013-12-10,122.6,123.0,118.6,121.21,7356555
PNB,2013-12-11,120.06,120.59,118.24,119.23,5290020
PNB,2013-12-12,118.4,118.6,116.29,117.24,6540960
PNB,2013-12-13,115.25,115.63,112.63,113.02,5773915
PNB,2013-12-16,112.98,114.6,111.7,113.05,4413500
PNB,2013-12-17,114.04,115.02,112.33,113.16,4674040
PNB,2013-12-18,112.77,118.6,112.4,117.94,8683935
PNB,2013-12-19,118.8,119.44,113.38,115.98,9731495
PNB,2013-12-20,115.22,119.98,114.46,118.9,5757550
PNB,2013-12-23,119.4,125.9,119.0,124.87,9056740
PNB,2013-12-24,125.0,127.76,123.05,126.98,9048640
PNB,2013-12-26,126.47,128.98,125.0,125.48,7958280
PNB,2013-12-27,125.8,127.7,125.4,127.02,5298375
PNB,2013-12-30,128.0,128.4,124.48,125.05,4308805
PNB,2013-12-31,126.0,126.34,124.46,125.29,3218550
PNB,2014-01-01,125.51,127.96,125.2,126.98,3214905
PNB,2014-01-02,127.4,130.91,121.34,122.24,13867755
PNB,2014-01-03,120.07,124.3,120.07,123.65,9172505
PNB,2014-01-06,123.5,123.78,121.0,122.01,4859305
PNB,2014-01-07,122.0,123.18,118.58,120.46,7800805
PNB,2014-01-08,121.28,123.12,119.86,122.07,6543575
PNB,2014-01-09,122.02,122.56,120.1,121.03,6852175
PNB,2014-01-10,121.36,122.92,118.25,119.04,5276465
PNB,2014-01-13,119.41,121.13,117.73,120.27,5798525
PNB,2014-01-14,120.48,121.6,119.4,120.1,4067750
PNB,2014-01-15,120.8,123.4,120.41,123.11,5563700
PNB,2014-01-16,124.11,124.46,122.6,123.39,4269565
PNB,2014-01-17,122.8,123.94,119.16,119.38,4661220
PNB,2014-01-20,119.4,120.6,118.02,120.14,4680295
PNB,2014-01-21,120.63,123.15,120.63,122.18,4859730
PNB,2014-01-22,121.8,124.07,120.4,123.56,5826925
PNB,2014-01-23,123.31,123.8,121.41,121.98,4087820
PNB,2014-01-24,121.2,121.8,116.08,116.36,6858510
PNB,2014-01-27,114.4,114.53,108.85,109.55,8200290
PNB,2014-01-28,109.6,112.6,105.93,109.52,10854440
PNB,2014-01-29,110.94,111.8,107.66,108.09,5188365
PNB,2014-01-30,106.0,106.4,103.04,103.52,11840875
PNB,2014-01-31,103.7,110.83,101.83,109.51,33373975
PNB,2014-02-03,109.51,110.89,108.24,109.92,8783790
PNB,2014-02-04,107.52,113.88,107.0,113.16,11517345
PNB,2014-02-05,113.2,113.8,111.22,112.18,5880415
PNB,2014-02-06,112.2,113.5,109.14,110.04,6991065
PNB,2014-02-07,111.49,111.76,110.09,111.14,5157855
PNB,2014-02-10,111.61,112.08,110.48,111.53,3244125
PNB,2014-02-11,109.89,110.38,109.02,109.32,3406145
PNB,2014-02-12,110.31,111.35,109.0,109.79,4263310
PNB,2014-02-13,109.85,110.39,105.74,106.19,5548625
PNB,2014-02-14,106.78,107.95,104.8,107.34,5940150
PNB,2014-02-17,107.04,108.36,105.3,106.49,3787220
PNB,2014-02-18,106.03,109.86,106.03,108.6,5454330
PNB,2014-02-19,108.78,109.72,107.2,108.13,4017095
PNB,2014-02-20,107.0,107.4,105.52,106.24,4184905
PNB,2014-02-21,106.6,107.7,106.44,107.0,3418610
PNB,2014-02-24,106.6,108.7,105.84,107.83,5104190
PNB,2014-02-25,108.48,109.1,106.64,107.6,3420515
PNB,2014-02-26,108.06,108.99,107.2,108.61,4146175
PNB,2014-02-28,108.2,112.28,107.83,110.44,7138530
PNB,2014-03-03,109.3,111.28,107.6,107.96,5842065
PNB,2014-03-04,108.6,113.6,108.22,113.16,8195415
PNB,2014-03-05,114.2,119.32,112.47,118.37,13441100
PNB,2014-03-06,119.14,120.57,117.49,118.96,9489575
PNB,2014-03-07,119.8,124.85,118.72,123.43,13618125
